review,rating,date,bank,source
best and secured application,5,2025-08-23,CBE,Google Play
This application is excellent .,5,2025-08-22,CBE,Google Play
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,CBE,Google Play
very good,5,2025-08-22,CBE,Google Play
Thise App is Great,5,2025-08-22,CBE,Google Play
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,CBE,Google Play
"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,CBE,Google Play
👍,5,2025-08-22,CBE,Google Play
it is good app,5,2025-08-22,CBE,Google Play
very good,5,2025-08-22,CBE,Google Play
good and always try to make new updats 🙏👍,5,2025-08-22,CBE,Google Play
"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22,CBE,Google Play
i don' want,5,2025-08-22,CBE,Google Play
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,CBE,Google Play
one of the best,5,2025-08-22,CBE,Google Play
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,CBE,Google Play
You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,CBE,Google Play
good,5,2025-08-21,CBE,Google Play
not bad apk,1,2025-08-21,CBE,Google Play
ok,5,2025-08-21,CBE,Google Play
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,CBE,Google Play
best mobile banking App that have seen .,5,2025-08-21,CBE,Google Play
It's very helpful apps,5,2025-08-21,CBE,Google Play
Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21,CBE,Google Play
"Unable to connect, pls. Improve the system",5,2025-08-20,CBE,Google Play
well app,5,2025-08-20,CBE,Google Play
"Smart service But, your service charge is too high",5,2025-08-20,CBE,Google Play
perfect 👌 keep,5,2025-08-20,CBE,Google Play
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,CBE,Google Play
ok,5,2025-08-20,CBE,Google Play
nice app,5,2025-08-20,CBE,Google Play
excellent plus,5,2025-08-20,CBE,Google Play
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,Google Play
so disappointing :((,1,2025-08-20,CBE,Google Play
what nice app i never usedyet,4,2025-08-20,CBE,Google Play
Excellent,5,2025-08-20,CBE,Google Play
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,Google Play
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,Google Play
Send money for some account but don't reserved Ball,5,2025-08-20,CBE,Google Play
very good🙏🙏,5,2025-08-19,CBE,Google Play
good,1,2025-08-19,CBE,Google Play
good,5,2025-08-19,CBE,Google Play
I recognized thank you,5,2025-08-19,CBE,Google Play
Best feature!!,5,2025-08-19,CBE,Google Play
the saved account totally removed ..why????????,1,2025-08-19,CBE,Google Play
good bank Ethiopian very nic,5,2025-08-18,CBE,Google Play
this good app but screenshot must enable,4,2025-08-18,CBE,Google Play
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,Google Play
Good,4,2025-08-18,CBE,Google Play
Best app,5,2025-08-18,CBE,Google Play
change mobile banking CBE,5,2025-08-18,CBE,Google Play
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play
Adisi Deti,5,2025-08-17,CBE,Google Play
good,5,2025-08-17,CBE,Google Play
this app is the good apps,5,2025-08-17,CBE,Google Play
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,CBE,Google Play
congra ethio,5,2025-08-15,CBE,Google Play
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,Google Play
nice,3,2025-08-14,CBE,Google Play
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,CBE,Google Play
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,Google Play
this APK Best for most of people,5,2025-08-13,CBE,Google Play
good keep it up,5,2025-08-13,CBE,Google Play
very nice app,5,2025-08-12,CBE,Google Play
Most of the time either the app or *889# don't work,2,2025-08-12,CBE,Google Play
cbe. noor,2,2025-08-12,CBE,Google Play
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,Google Play
nice,5,2025-08-12,CBE,Google Play
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,Google Play
this is so good,5,2025-08-11,CBE,Google Play
very good,5,2025-08-11,CBE,Google Play
❤❤❤❤❤😂,5,2025-08-10,CBE,Google Play
Very interesting 🤔,5,2025-08-10,CBE,Google Play
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,Google Play
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,CBE,Google Play
very bad app,1,2025-08-09,CBE,Google Play
good 👍,5,2025-08-09,CBE,Google Play
good,5,2025-08-09,CBE,Google Play
very nice app,5,2025-08-09,CBE,Google Play
good app,5,2025-08-09,CBE,Google Play
it is the best transferring AP,5,2025-08-08,CBE,Google Play
it's good but add some more please,3,2025-08-08,CBE,Google Play
best servis app,4,2025-08-07,CBE,Google Play
very useful to use it from any where in the world !,5,2025-08-07,CBE,Google Play
ok,5,2025-08-07,CBE,Google Play
it very good but why block the screen shoot,5,2025-08-07,CBE,Google Play
Good app,5,2025-08-07,CBE,Google Play
"the most disgusting app,",1,2025-08-07,CBE,Google Play
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,Google Play
👍,5,2025-08-07,CBE,Google Play
good app,4,2025-08-06,CBE,Google Play
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,Google Play
best one,5,2025-08-05,CBE,Google Play
awesome,5,2025-08-05,CBE,Google Play
so good,5,2025-08-04,CBE,Google Play
worst experience,1,2025-08-04,CBE,Google Play
The 1st one is CBE,5,2025-08-04,CBE,Google Play
excellent,5,2025-08-04,CBE,Google Play
nice,5,2025-08-04,CBE,Google Play
ok,1,2025-08-04,CBE,Google Play
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,CBE,Google Play
CBE,5,2025-08-04,CBE,Google Play
it's good app,5,2025-08-04,CBE,Google Play
ok,5,2025-08-04,CBE,Google Play
Nise,5,2025-08-04,CBE,Google Play
commercial Bank 🏦,5,2025-08-04,CBE,Google Play
goood werk,5,2025-08-03,CBE,Google Play
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03,CBE,Google Play
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,DashnBank,Google Play
ምንም የማይ ሰራ,1,2025-11-26,DashnBank,Google Play
very good,5,2025-11-25,DashnBank,Google Play
most of the time is not working properly,1,2025-11-25,DashnBank,Google Play
good service,5,2025-11-25,DashnBank,Google Play
not use for me,3,2025-11-23,DashnBank,Google Play
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,DashnBank,Google Play
waw,5,2025-11-21,DashnBank,Google Play
the lag is unbelievable when you need it the most this suks,1,2025-11-19,DashnBank,Google Play
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,DashnBank,Google Play
it is a good app,5,2025-11-18,DashnBank,Google Play
it is not working at all,1,2025-11-15,DashnBank,Google Play
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,DashnBank,Google Play
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,DashnBank,Google Play
fast and simple,5,2025-11-11,DashnBank,Google Play
best of best,5,2025-11-10,DashnBank,Google Play
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,DashnBank,Google Play
good,4,2025-11-10,DashnBank,Google Play
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,DashnBank,Google Play
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,DashnBank,Google Play
best app,5,2025-11-08,DashnBank,Google Play
Best app,5,2025-11-07,DashnBank,Google Play
"Barely works, it always fails to connect",1,2025-11-07,DashnBank,Google Play
my fav app,5,2025-11-07,DashnBank,Google Play
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,DashnBank,Google Play
very nice,5,2025-11-04,DashnBank,Google Play
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,DashnBank,Google Play
I like,5,2025-11-02,DashnBank,Google Play
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,DashnBank,Google Play
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,DashnBank,Google Play
"the worst app ever,",1,2025-10-30,DashnBank,Google Play
better,5,2025-10-29,DashnBank,Google Play
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,DashnBank,Google Play
this app can't open? what is problem? please solve my problem?,1,2025-10-28,DashnBank,Google Play
kiyaa makonn,5,2025-10-27,DashnBank,Google Play
very very lazy app,1,2025-10-26,DashnBank,Google Play
telebirr remittance,5,2025-10-24,DashnBank,Google Play
The best bank in 🇪🇹,5,2025-10-23,DashnBank,Google Play
its good,5,2025-10-22,DashnBank,Google Play
the worst app in my financial experience.,1,2025-10-22,DashnBank,Google Play
good for mb appliciation,5,2025-10-21,DashnBank,Google Play
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,DashnBank,Google Play
try to easy network,4,2025-10-17,DashnBank,Google Play
hussen hassen umer,5,2025-10-16,DashnBank,Google Play
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,DashnBank,Google Play
an exceptional banking app.,5,2025-10-16,DashnBank,Google Play
alhamdulilah,5,2025-10-11,DashnBank,Google Play
poor,5,2025-10-11,DashnBank,Google Play
Best of best,5,2025-10-09,DashnBank,Google Play
from the last week updates the app is not working Please check the problems,1,2025-10-08,DashnBank,Google Play
It's always crushing,1,2025-10-08,DashnBank,Google Play
office branches have to improve their services please,4,2025-10-07,DashnBank,Google Play
♥️♥️,5,2025-10-05,DashnBank,Google Play
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,DashnBank,Google Play
it needs a timely update,5,2025-10-03,DashnBank,Google Play
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,DashnBank,Google Play
Like,5,2025-10-01,DashnBank,Google Play
I can't type my otp on it.,1,2025-10-01,DashnBank,Google Play
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,DashnBank,Google Play
jaajja,4,2025-09-30,DashnBank,Google Play
I love this bank the best experience ever.,5,2025-09-28,DashnBank,Google Play
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,DashnBank,Google Play
easy and fast,5,2025-09-24,DashnBank,Google Play
Great,5,2025-09-20,DashnBank,Google Play
mobile banking,5,2025-09-19,DashnBank,Google Play
very good,5,2025-09-18,DashnBank,Google Play
😎,5,2025-09-18,DashnBank,Google Play
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,DashnBank,Google Play
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,DashnBank,Google Play
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,DashnBank,Google Play
none,5,2025-09-14,DashnBank,Google Play
good,2,2025-09-13,DashnBank,Google Play
good,5,2025-09-12,DashnBank,Google Play
very good app i ever used,5,2025-09-12,DashnBank,Google Play
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,DashnBank,Google Play
zedo,5,2025-09-11,DashnBank,Google Play
please open my mobile app,5,2025-09-10,DashnBank,Google Play
it doesn't open,1,2025-09-10,DashnBank,Google Play
Very Good,5,2025-09-09,DashnBank,Google Play
masha alla,5,2025-09-08,DashnBank,Google Play
Best banking transaction application in Ethiopia !,5,2025-09-05,DashnBank,Google Play
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,DashnBank,Google Play
tamaam kamal,1,2025-09-04,DashnBank,Google Play
በጣም ሐሪፍ,5,2025-09-03,DashnBank,Google Play
great 👍,5,2025-09-02,DashnBank,Google Play
goof,4,2025-09-01,DashnBank,Google Play
absiniya banki,5,2025-08-29,DashnBank,Google Play
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,DashnBank,Google Play
One of the best in this business,5,2025-08-25,DashnBank,Google Play
Excellent,5,2025-08-20,DashnBank,Google Play
besat🥰,5,2025-08-19,DashnBank,Google Play
unlimited experience,5,2025-08-18,DashnBank,Google Play
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,DashnBank,Google Play
very nice mobile banking app my favourite,5,2025-08-16,DashnBank,Google Play
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,DashnBank,Google Play
best apps,5,2025-08-15,DashnBank,Google Play
the worst app ever to exist in a bank history,1,2025-08-15,DashnBank,Google Play
thank you,5,2025-08-14,DashnBank,Google Play
Best mobile app in the country,5,2025-08-14,DashnBank,Google Play
not fast,2,2025-08-12,DashnBank,Google Play
keeps freezing at the front page.,1,2025-08-10,DashnBank,Google Play
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,DashnBank,Google Play
abseniya bank app,5,2025-08-08,DashnBank,Google Play
good,5,2025-08-05,DashnBank,Google Play
yes goode app,5,2025-08-03,DashnBank,Google Play
Great App,5,2025-08-02,DashnBank,Google Play
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,DashnBank,Google Play
ረጀብነሱ,1,2025-07-31,DashnBank,Google Play
The Worst Mobile Banking App.,1,2025-07-31,DashnBank,Google Play
giod,5,2025-07-30,DashnBank,Google Play
best bank in ethiopia,5,2025-07-29,DashnBank,Google Play
waqayyoo,5,2025-07-28,DashnBank,Google Play
please is not working,2,2025-07-27,DashnBank,Google Play
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,DashnBank,Google Play
I can log in from any where,5,2025-07-23,DashnBank,Google Play
😇,3,2025-07-21,DashnBank,Google Play
no proplem,5,2025-07-20,DashnBank,Google Play
👍👍👍,5,2025-07-20,DashnBank,Google Play
excellent app,5,2025-07-18,DashnBank,Google Play
good work,5,2025-07-15,DashnBank,Google Play
☹️,5,2025-07-15,DashnBank,Google Play
excellent,5,2025-07-14,DashnBank,Google Play
Great BoA,5,2025-07-14,DashnBank,Google Play
Good,5,2025-07-14,DashnBank,Google Play
Okay,4,2025-07-13,DashnBank,Google Play
not working,1,2025-07-12,DashnBank,Google Play
This App is Getting worse and worse with every update,2,2025-07-11,DashnBank,Google Play
ምርጥ ነው,1,2025-07-10,DashnBank,Google Play
nice,5,2025-07-10,DashnBank,Google Play
Best app,5,2025-07-08,DashnBank,Google Play
meku,5,2025-07-07,DashnBank,Google Play
nice,4,2025-07-04,DashnBank,Google Play
awasome app go a head,5,2025-07-04,DashnBank,Google Play
😎,5,2025-07-03,DashnBank,Google Play
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,DashnBank,Google Play
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,DashnBank,Google Play
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,DashnBank,Google Play
wow,5,2025-07-01,DashnBank,Google Play
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,DashnBank,Google Play
amazing Banks App👌👌,3,2025-06-25,DashnBank,Google Play
goof,5,2025-06-25,DashnBank,Google Play
good App fore me,5,2025-06-25,DashnBank,Google Play
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,DashnBank,Google Play
fantastic,5,2025-06-22,DashnBank,Google Play
👍,4,2025-06-21,DashnBank,Google Play
it's nice to use.,5,2025-06-21,DashnBank,Google Play
app doesn't start,1,2025-06-21,DashnBank,Google Play
Excellent application,5,2025-06-18,DashnBank,Google Play
its very bad app its very slow,1,2025-06-17,DashnBank,Google Play
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,DashnBank,Google Play
good,1,2025-06-15,DashnBank,Google Play
Good job!,5,2025-06-13,DashnBank,Google Play
best financial app.,5,2025-06-12,DashnBank,Google Play
ቆንጆ ነው በርቱ,5,2025-06-11,DashnBank,Google Play
the worst app humans ever created,1,2025-06-09,DashnBank,Google Play
it's not working,3,2025-06-05,DashnBank,Google Play
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,DashnBank,Google Play
exceptional,5,2025-06-03,DashnBank,Google Play
BoA Mobile good bank,5,2025-06-02,DashnBank,Google Play
this is worest app 24/7 loading,1,2025-06-01,DashnBank,Google Play
BoA system is confartable,5,2025-06-01,DashnBank,Google Play
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,DashnBank,Google Play
Good service.,3,2025-05-25,DashnBank,Google Play
the app crush frequently,1,2025-05-24,DashnBank,Google Play
good,5,2025-05-22,DashnBank,Google Play
You guys keeps getting worst,1,2025-05-22,DashnBank,Google Play
good,5,2025-05-21,DashnBank,Google Play
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,DashnBank,Google Play
BoA,2,2025-05-20,DashnBank,Google Play
good,5,2025-05-20,DashnBank,Google Play
but not opening on android,4,2025-05-19,DashnBank,Google Play
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,DashnBank,Google Play
amazing,5,2025-05-18,DashnBank,Google Play
excellent,5,2025-05-15,DashnBank,Google Play
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,DashnBank,Google Play
nice,5,2025-05-10,DashnBank,Google Play
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,DashnBank,Google Play
Best app,5,2025-05-09,DashnBank,Google Play
liking this application good 👍,5,2025-05-07,DashnBank,Google Play
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,DashnBank,Google Play
good,5,2025-05-06,DashnBank,Google Play
good,5,2025-05-02,DashnBank,Google Play
good,4,2025-04-30,DashnBank,Google Play
good,4,2025-04-30,DashnBank,Google Play
wow,5,2025-04-28,DashnBank,Google Play
it's really good 👍,5,2025-04-23,DashnBank,Google Play
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,DashnBank,Google Play
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,DashnBank,Google Play
Best,2,2025-04-19,DashnBank,Google Play
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,DashnBank,Google Play
yideg,1,2025-04-18,DashnBank,Google Play
great boa,5,2025-04-10,DashnBank,Google Play
Best,5,2025-04-10,DashnBank,Google Play
boa of mobile backing,5,2025-04-09,DashnBank,Google Play
nice,5,2025-04-09,DashnBank,Google Play
faster bank of Abissinya,5,2025-04-08,DashnBank,Google Play
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,DashnBank,Google Play
it just doesn't work...so frustrating,1,2025-04-07,DashnBank,Google Play
like,5,2025-04-06,DashnBank,Google Play
it's not work correctly... you must have update it,1,2025-04-06,DashnBank,Google Play
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,DashnBank,Google Play
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,DashnBank,Google Play
good but they don't update enough don't add new things,3,2025-04-04,DashnBank,Google Play
very good,5,2025-04-03,DashnBank,Google Play
thank you,5,2025-04-02,DashnBank,Google Play
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,DashnBank,Google Play
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,DashnBank,Google Play
good application,5,2025-03-30,DashnBank,Google Play
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,DashnBank,Google Play
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,DashnBank,Google Play
always problematic hardly works,1,2025-03-26,DashnBank,Google Play
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,DashnBank,Google Play
best app,5,2025-03-25,DashnBank,Google Play
very good,5,2025-03-25,DashnBank,Google Play
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,DashnBank,Google Play
great BoA,5,2025-03-22,DashnBank,Google Play
best,5,2025-03-21,DashnBank,Google Play
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,DashnBank,Google Play
good,5,2025-03-21,DashnBank,Google Play
good,5,2025-03-19,DashnBank,Google Play
there is no speed,1,2025-03-19,DashnBank,Google Play
"For anyone who wants to download it, just don't!!!",1,2025-03-19,DashnBank,Google Play
wonderful,5,2025-03-19,DashnBank,Google Play
all worck,5,2025-03-19,DashnBank,Google Play
Loved it,5,2025-03-14,DashnBank,Google Play
Wow,1,2025-03-14,DashnBank,Google Play
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,DashnBank,Google Play
Improved to be the best,5,2025-03-11,DashnBank,Google Play
BoA,5,2025-03-11,DashnBank,Google Play
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,DashnBank,Google Play
BoA Greqt Ethiopian bank.,5,2025-03-11,DashnBank,Google Play
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,DashnBank,Google Play
Almost better compared to cbe where it is not qualified for,4,2025-03-09,DashnBank,Google Play
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,DashnBank,Google Play
Wonderfull app,5,2025-03-08,DashnBank,Google Play
i can't use this app why?,5,2025-03-07,DashnBank,Google Play
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,DashnBank,Google Play
Wow,4,2025-03-05,DashnBank,Google Play
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,DashnBank,Google Play
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,DashnBank,Google Play
Good app,5,2025-03-03,DashnBank,Google Play
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,DashnBank,Google Play
It has good features but sometimes it doesn't work...0,1,2025-03-02,DashnBank,Google Play
Very poor proformance,1,2025-03-01,DashnBank,Google Play
It's not opening. Really frustrating,1,2025-03-01,DashnBank,Google Play
Verry Amazing App from all IB,5,2025-03-01,DashnBank,Google Play
Not working on this days,1,2025-02-26,DashnBank,Google Play
Thank you BoA,5,2025-02-23,DashnBank,Google Play
best banking app in the wworld,5,2025-02-22,DashnBank,Google Play
Nice app and it's easy to use,5,2025-02-21,DashnBank,Google Play
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,DashnBank,Google Play
This is help full i like ittttt,5,2025-02-14,DashnBank,Google Play
The is not functional at all?,2,2025-02-12,DashnBank,Google Play
Best bank,5,2025-02-08,DashnBank,Google Play
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,DashnBank,Google Play
