review,rating,date,bank,source,sentiment_score,sentiment_label,themes
the most advanced app. but how to stay safe?,5,2025-11-27,CBE,Google Play,0.6701,positive,Security
Good application,4,2025-11-27,CBE,Google Play,0.4404,positive,Other
It is nice app,5,2025-11-26,CBE,Google Play,0.4215,positive,Other
best,5,2025-11-25,CBE,Google Play,0.6369,positive,Other
good app,5,2025-11-25,CBE,Google Play,0.4404,positive,Other
"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,2025-11-25,CBE,Google Play,-0.8746,negative,Other
nice app...,5,2025-11-25,CBE,Google Play,0.4215,positive,Other
very good banking service and fast service,5,2025-11-24,CBE,Google Play,0.4927,positive,Customer Support
thanks blc this app help me to use all time,5,2025-11-24,CBE,Google Play,0.6808,positive,Customer Support
good,5,2025-11-24,CBE,Google Play,0.4404,positive,Other
why we can't send money to other people telebirr wallets??,1,2025-11-24,CBE,Google Play,0.0,neutral,Other
አታፍሩም ግን ለ15 birr 11.50 ብር ስትቆርጡ ይስተካከልልን,1,2025-11-23,CBE,Google Play,0.0,neutral,Other
በጣም ቀላልና ምቹ ነው።,5,2025-11-23,CBE,Google Play,0.0,neutral,Other
wow,5,2025-11-23,CBE,Google Play,0.5859,positive,Other
nice,5,2025-11-22,CBE,Google Play,0.4215,positive,Other
you are the reason why i got ye chogara himem,1,2025-11-22,CBE,Google Play,0.0,neutral,Other
it is so smart app i recommend it for everyone,5,2025-11-22,CBE,Google Play,0.7395,positive,Other
excellent,5,2025-11-22,CBE,Google Play,0.5719,positive,Other
ዳጊ,5,2025-11-21,CBE,Google Play,0.0,neutral,Other
absolutely right,5,2025-11-21,CBE,Google Play,0.0,neutral,Other
mid application it's so annoying,3,2025-11-20,CBE,Google Play,-0.541,negative,Other
I used morethan one year,4,2025-11-20,CBE,Google Play,0.0,neutral,Other
no word can explane about this app it is nice 👍👍👍👍👍,5,2025-11-20,CBE,Google Play,0.1531,positive,Other
"It's great app,I love this app",5,2025-11-20,CBE,Google Play,0.8519,positive,Other
Nice,5,2025-11-19,CBE,Google Play,0.4215,positive,Other
suckkkks,1,2025-11-19,CBE,Google Play,0.0,neutral,Other
not allowing to transfer and showing current statement updates.,1,2025-11-19,CBE,Google Play,0.0,neutral,Transactions
I love you this app,5,2025-11-19,CBE,Google Play,0.6369,positive,Other
"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,2025-11-19,CBE,Google Play,0.7003,positive,Other
make life easy,5,2025-11-19,CBE,Google Play,0.4404,positive,Other
securr,5,2025-11-19,CBE,Google Play,0.0,neutral,Other
My most optional bank,5,2025-11-17,CBE,Google Play,0.0,neutral,Other
5 star,5,2025-11-17,CBE,Google Play,0.0,neutral,Other
it is fantastic app.,5,2025-11-16,CBE,Google Play,0.5574,positive,Other
sifen,5,2025-11-16,CBE,Google Play,0.0,neutral,Other
i like this√,4,2025-11-16,CBE,Google Play,0.3612,positive,Other
Ok,3,2025-11-16,CBE,Google Play,0.296,positive,Other
ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,2025-11-15,CBE,Google Play,-0.3818,negative,Security
"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15,CBE,Google Play,-0.8466,negative,Customer Support
Like,5,2025-11-13,CBE,Google Play,0.3612,positive,Other
Nice and very useful app i like it!,5,2025-11-13,CBE,Google Play,0.8422,positive,Other
Good,5,2025-11-13,CBE,Google Play,0.4404,positive,Other
smart app,4,2025-11-12,CBE,Google Play,0.4019,positive,Other
good App,5,2025-11-12,CBE,Google Play,0.4404,positive,Other
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12,CBE,Google Play,0.4854,positive,Customer Support
ok,5,2025-11-11,CBE,Google Play,0.296,positive,Other
cbe is my choice,4,2025-11-11,CBE,Google Play,0.0,neutral,Other
Awesome,5,2025-11-11,CBE,Google Play,0.6249,positive,Other
I am not able to transfer. The app is not responding,1,2025-11-11,CBE,Google Play,0.0,neutral,Transactions
Very convenient App,5,2025-11-11,CBE,Google Play,0.0,neutral,Other
excellent but sometimes can not connect,5,2025-11-10,CBE,Google Play,0.3291,positive,Other
wow apk,5,2025-11-10,CBE,Google Play,0.5859,positive,Other
best 100 %,5,2025-11-10,CBE,Google Play,0.6369,positive,Other
bad app,1,2025-11-10,CBE,Google Play,-0.5423,negative,Other
best app,5,2025-11-10,CBE,Google Play,0.6369,positive,Other
nice app,5,2025-11-10,CBE,Google Play,0.4215,positive,Other
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10,CBE,Google Play,0.6355,positive,Other
I can't access it properly I think it needs update,1,2025-11-10,CBE,Google Play,0.0,neutral,Other
👌👌,5,2025-11-10,CBE,Google Play,0.0,neutral,Other
best 👌,5,2025-11-10,CBE,Google Play,0.6369,positive,Other
not Refresh,2,2025-11-10,CBE,Google Play,0.0,neutral,Other
your statement is not used as wanted,1,2025-11-10,CBE,Google Play,0.0,neutral,Other
good very good,5,2025-11-09,CBE,Google Play,0.7003,positive,Other
this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09,CBE,Google Play,-0.4939,negative,Other
Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08,CBE,Google Play,0.0,neutral,Other
Good !,5,2025-11-08,CBE,Google Play,0.4926,positive,Other
i like it,5,2025-11-08,CBE,Google Play,0.3612,positive,Other
Very nice app,5,2025-11-08,CBE,Google Play,0.4754,positive,Other
the app is not functional this week.,4,2025-11-08,CBE,Google Play,0.0,neutral,Other
very updated bank,5,2025-11-06,CBE,Google Play,0.0,neutral,Other
tankyu,5,2025-11-05,CBE,Google Play,0.0,neutral,Other
Numbers 2 and 3 don't write during pin verification.,5,2025-11-05,CBE,Google Play,0.0,neutral,Other
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05,CBE,Google Play,0.0258,neutral,Customer Support
loved it,5,2025-11-05,CBE,Google Play,0.5994,positive,Other
this app is not working on my phone,5,2025-11-03,CBE,Google Play,0.0,neutral,Other
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03,CBE,Google Play,-0.5574,negative,Transactions
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03,CBE,Google Play,0.5678,positive,Other
wow 😘😘😘,4,2025-11-02,CBE,Google Play,0.5859,positive,Other
mobile banking broblem,5,2025-11-01,CBE,Google Play,0.0,neutral,Other
good job,5,2025-11-01,CBE,Google Play,0.4404,positive,Other
it is a good and clear apps to use,4,2025-10-31,CBE,Google Play,0.6705,positive,Other
ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31,CBE,Google Play,0.0,neutral,Other
I love this app b/c every option in the app very clear and supportive.,5,2025-10-30,CBE,Google Play,0.861,positive,Customer Support
niiceh,5,2025-10-29,CBE,Google Play,0.0,neutral,Other
the app is good but their is no dark mode you have to add it,3,2025-10-29,CBE,Google Play,-0.2144,negative,Other
🤮,1,2025-10-29,CBE,Google Play,0.0,neutral,Other
abdulakim abrahim elemoo,5,2025-10-29,CBE,Google Play,0.0,neutral,Other
strong,5,2025-10-28,CBE,Google Play,0.5106,positive,Other
Abebaw Zenebe,5,2025-10-28,CBE,Google Play,0.0,neutral,Other
good I love it keep it up but if we had a new update that will be fire Soo good,5,2025-10-27,CBE,Google Play,0.6486,positive,Other
Cbe,5,2025-10-27,CBE,Google Play,0.0,neutral,Other
Active and granted system,5,2025-10-27,CBE,Google Play,0.5719,positive,Other
fast app,4,2025-10-27,CBE,Google Play,0.0,neutral,Other
cool 😎,5,2025-10-27,CBE,Google Play,0.3182,positive,Other
Galaxy A10s,3,2025-10-26,CBE,Google Play,0.0,neutral,Other
the best apps,5,2025-10-26,CBE,Google Play,0.6369,positive,Other
arif app new,5,2025-10-26,CBE,Google Play,0.0,neutral,Other
laga Bari biranch,5,2025-10-26,CBE,Google Play,0.0,neutral,Performance
ነነሠነሠሠነሠሠሠሠነየነ,5,2025-10-26,CBE,Google Play,0.0,neutral,Other
I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,3,2025-10-25,CBE,Google Play,0.6597,positive,Other
Attractive,5,2025-10-25,CBE,Google Play,0.4404,positive,Other
mite,5,2025-10-24,CBE,Google Play,0.0,neutral,Other
useful,5,2025-10-24,CBE,Google Play,0.4404,positive,Other
"not good, not bad!",3,2025-10-23,CBE,Google Play,-0.6208,negative,Other
very good,5,2025-10-23,CBE,Google Play,0.4927,positive,Other
እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,1,2025-10-22,CBE,Google Play,0.0,neutral,Other
imp,5,2025-10-22,CBE,Google Play,0.0,neutral,Other
super fast app,5,2025-10-21,CBE,Google Play,0.5994,positive,Other
"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,2025-10-19,CBE,Google Play,0.6896,positive,"UI/UX, Transactions, Security"
cbe,4,2025-10-18,CBE,Google Play,0.0,neutral,Other
"it says ""ti is work any more in your device"" what can i do??",1,2025-10-18,CBE,Google Play,0.0,neutral,Other
blah blah blah,5,2025-10-18,CBE,Google Play,-0.296,negative,Other
bad ግዴታ መሆንሁ,1,2025-10-17,CBE,Google Play,-0.5423,negative,Other
CBE no.1,5,2025-10-17,CBE,Google Play,0.0,neutral,Other
"it's not work correctly when it's needed sometimes, but it works sometimes though",2,2025-10-16,CBE,Google Play,0.0,neutral,Other
its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,CBE,Google Play,0.9152,positive,Other
gooof,5,2025-10-16,CBE,Google Play,0.0,neutral,Other
"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,2025-10-16,CBE,Google Play,-0.5672,negative,Customer Support
Best app,5,2025-10-16,CBE,Google Play,0.6369,positive,Other
still not perfect like before,1,2025-10-15,CBE,Google Play,-0.6259,negative,Other
This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,2025-10-15,CBE,Google Play,-0.6597,negative,Other
APPLIED,1,2025-10-14,CBE,Google Play,0.0,neutral,Other
10 years ago,4,2025-10-14,CBE,Google Play,0.0,neutral,Other
Asefa Obsa,5,2025-10-14,CBE,Google Play,0.0,neutral,Other
it's good app,5,2025-10-14,CBE,Google Play,0.4404,positive,Other
very slow,1,2025-10-14,CBE,Google Play,0.0,neutral,Performance
berhan deriba wami,4,2025-10-14,CBE,Google Play,0.0,neutral,Other
mahamad Usman,5,2025-10-13,CBE,Google Play,0.0,neutral,Other
Erako,5,2025-10-13,CBE,Google Play,0.0,neutral,Other
🔥🔥🔥🔥🔥,5,2025-10-13,CBE,Google Play,0.0,neutral,Other
opne,5,2025-10-13,CBE,Google Play,0.0,neutral,Other
mehommd nuri,5,2025-10-13,CBE,Google Play,0.0,neutral,Other
Best,5,2025-10-12,CBE,Google Play,0.6369,positive,Other
providing very secure service.,5,2025-10-12,CBE,Google Play,0.4005,positive,Customer Support
apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,1,2025-10-12,CBE,Google Play,0.0,neutral,Other
ዳር ኑሮ ላለው ኣፍሪቻን ው,5,2025-10-12,CBE,Google Play,0.0,neutral,Other
RIYAD Mohammed Abaoli 92 527 2567,5,2025-10-12,CBE,Google Play,0.0,neutral,Other
it doesn't show bank statement and no options to see transactions for the past months.,2,2025-10-12,CBE,Google Play,-0.296,negative,Transactions
Mamma Husen,2,2025-10-11,CBE,Google Play,0.0,neutral,Other
3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,3,2025-10-11,CBE,Google Play,0.2263,positive,Transactions
exceptional application from others bank,5,2025-10-10,CBE,Google Play,0.0,neutral,Other
"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",4,2025-10-10,CBE,Google Play,0.8124,positive,Other
good👍👍👍😊😊😊,5,2025-10-10,CBE,Google Play,0.0,neutral,Other
really good app,5,2025-10-10,CBE,Google Play,0.4927,positive,Other
smart bank CBE,5,2025-10-10,CBE,Google Play,0.4019,positive,Other
Ali urgesa11,3,2025-10-09,CBE,Google Play,0.0,neutral,Other
it's good,5,2025-10-09,CBE,Google Play,0.4404,positive,Other
Good apps,5,2025-10-09,CBE,Google Play,0.4404,positive,Other
password በጣት አሻራ ቢኖረው መልካም ነበር,4,2025-10-09,CBE,Google Play,0.0,neutral,Security
best app i ever seen,5,2025-10-09,CBE,Google Play,0.6369,positive,Other
it's game changing in financial system,4,2025-10-09,CBE,Google Play,0.0,neutral,Other
"z,MKT 20_._!8+⅓⅕😘r",1,2025-10-09,CBE,Google Play,0.0,neutral,Other
will good updating,5,2025-10-09,CBE,Google Play,0.4404,positive,Other
"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",1,2025-10-08,CBE,Google Play,-0.2411,negative,Customer Support
why removing screenshot feature why?,2,2025-10-08,CBE,Google Play,0.0,neutral,Other
very good application! thank you all who participate!,5,2025-10-08,CBE,Google Play,0.7608,positive,Other
application bank commercial Ethiopia I am very happy to be able to appear in a great job on a pleasant job,5,2025-10-08,CBE,Google Play,0.908,positive,Other
user compatible app!,5,2025-10-08,CBE,Google Play,0.0,neutral,Other
"I am trying to access this app on my Android phone, but sometimes doesn't work. so kindly try to improve it.",3,2025-10-07,CBE,Google Play,0.8891,positive,Other
what an amazing app. you know how much it simplify life. Thanks cbe. I proud of you.,5,2025-10-07,CBE,Google Play,0.8689,positive,Other
Our Commercial Bank of Ethiopia is Good !,5,2025-10-06,CBE,Google Play,0.4926,positive,Other
Asledin Ibsa,5,2025-10-06,CBE,Google Play,0.0,neutral,Other
terrible when showing history of transaction it shows in disorganised way,3,2025-10-05,CBE,Google Play,-0.4767,negative,Transactions
my bank,5,2025-10-05,CBE,Google Play,0.0,neutral,Other
Data,5,2025-10-04,CBE,Google Play,0.0,neutral,Other
"lately I am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that I was working fine a few day ago and also it says when I enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",2,2025-10-04,CBE,Google Play,-0.5948,negative,Other
excellent app with lots of features,5,2025-10-04,CBE,Google Play,0.5719,positive,Other
very good 👍 mobile banking,5,2025-10-04,CBE,Google Play,0.4927,positive,Other
so special,5,2025-10-04,CBE,Google Play,0.4576,positive,Other
wiiy ewdihiliw esimirt niho yitnehew metgeyot ❤💞🤔😴🤩😍,1,2025-10-03,CBE,Google Play,0.0,neutral,Other
woow cbe,5,2025-10-03,CBE,Google Play,0.0,neutral,Other
cbe the best bank app,4,2025-10-03,CBE,Google Play,0.6369,positive,Other
This App CBE bank it's Simple and Smart I Like it.,5,2025-10-03,CBE,Google Play,0.6369,positive,Other
Rijalufaris,5,2025-10-02,CBE,Google Play,0.0,neutral,Other
its Best app But i hate the Repeatedly update request,5,2025-10-02,CBE,Google Play,-0.5346,negative,Other
imoo,3,2025-10-02,CBE,Google Play,0.0,neutral,Other
"it was good since it become a robber the vat ,tax,service charge,unbelievable charge to send to other bank, monthly charge,etc i hope one international bank comes and we all leave this bank. enough is enough",1,2025-10-02,CBE,Google Play,0.25,positive,Customer Support
screen shoot always not allowed why?,5,2025-10-02,CBE,Google Play,-0.34,negative,Other
enkorabetalen,5,2025-10-01,CBE,Google Play,0.0,neutral,Other
Gamada mahamadi,1,2025-10-01,CBE,Google Play,0.0,neutral,Other
it is very good banking web but its network is sometimes busy i hope they willfix the problem,4,2025-09-30,CBE,Google Play,0.3392,positive,Other
verfcasencod,5,2025-09-30,CBE,Google Play,0.0,neutral,Other
you can't get your own transaction history,1,2025-09-29,CBE,Google Play,0.0,neutral,Transactions
sintu,5,2025-09-29,CBE,Google Play,0.0,neutral,Other
BEST,5,2025-09-28,CBE,Google Play,0.6369,positive,Other
Bank of Ethiopia,5,2025-09-28,CBE,Google Play,0.0,neutral,Other
"All most Good, but need improvement",5,2025-09-27,CBE,Google Play,0.7267,positive,Other
"Great application for me,So I would like to rate with Solid 5 star.That It works well overall. So hello everyone enjoy the apps",5,2025-09-27,CBE,Google Play,0.9147,positive,Other
poor app all of you guys delete CBE and download BOA,1,2025-09-27,CBE,Google Play,-0.4767,negative,Other
niceapp,5,2025-09-27,CBE,Google Play,0.0,neutral,Other
the best app of all,5,2025-09-25,CBE,Google Play,0.6369,positive,Other
❤️,5,2025-09-25,CBE,Google Play,0.0,neutral,Other
"Most of the time when I try to open the app, it does not load. The circle keeps spinning as if it is trying to open, and get a message saying "" 2 attempts left for offline login"". This seems to mean that the app cannot connect to the internet, even though I have a stable internet connection, and all other stuff work properly.",2,2025-09-24,CBE,Google Play,0.1779,positive,Security
Juhaar,5,2025-09-24,CBE,Google Play,0.0,neutral,Other
I am using CBE app very fantastic.,5,2025-09-24,CBE,Google Play,0.5984,positive,Other
bist app tankyou,4,2025-09-23,CBE,Google Play,0.0,neutral,Other
this is very useful and consistent app,5,2025-09-23,CBE,Google Play,0.4927,positive,Other
"this application provides timely service in a good, fast and reliable manner.",5,2025-09-23,CBE,Google Play,0.4404,positive,Customer Support
So good,5,2025-09-23,CBE,Google Play,0.4927,positive,Other
it will be more better if the app have the feature receipt verifying from QR CODE SCREENSHOT IMAGES FROM gallery ... currently IT WORKS ONLY FROM DIRECT CAMERA CAPTURING,4,2025-09-23,CBE,Google Play,0.4927,positive,Other
"From the UX perspective it can be better, it's old and it's not obvious where you can find some things",3,2025-09-22,CBE,Google Play,0.4404,positive,Other
It is amazing app but it is more better if it is possible to transfer from account to other telebirr,5,2025-09-22,CBE,Google Play,0.771,positive,Transactions
"The app was great while it was active. However, after the app did an update, I lost connection with a message ""Network Error"". Please try to fix it as there are many clients of CBE using this app globally from abroad countries.",3,2025-09-21,CBE,Google Play,0.7783,positive,Other
very important app,4,2025-09-21,CBE,Google Play,0.2716,positive,Other
the best of all mobile banking in Ethiopia works perfectly fine,5,2025-09-21,CBE,Google Play,0.8807,positive,Other
DANTRO BAND!!!,5,2025-09-21,CBE,Google Play,0.0,neutral,Other
some time when make transfer from Mobile account to other cbebirr wallet no show customer name so please check it......thanks my cbe.. cbebirr application very nice application wallet,5,2025-09-20,CBE,Google Play,0.5973,positive,Transactions
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,3,2025-09-20,CBE,Google Play,0.3708,positive,Transactions
why i must visit the branch i opened my account to activate the mobile banking services? if it a connected network it maybe done from any branch.,1,2025-09-20,CBE,Google Play,0.0,neutral,Customer Support
አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,5,2025-09-20,CBE,Google Play,0.0,neutral,Other
asfaw damse,5,2025-09-19,CBE,Google Play,0.0,neutral,Other
jabadhaa namatii tolataan,5,2025-09-19,CBE,Google Play,0.0,neutral,Other
"The App is very good in its interface and user friendly. But it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of ""additional"" account!",3,2025-09-19,CBE,Google Play,0.5406,positive,UI/UX
The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,2025-09-18,CBE,Google Play,0.7003,positive,Other
Truly amazing!,5,2025-09-18,CBE,Google Play,0.7901,positive,Other
Doesn't have option to generate statement for transactions,3,2025-09-18,CBE,Google Play,0.0,neutral,Transactions
😎,5,2025-09-18,CBE,Google Play,0.0,neutral,Other
JanaleBl,5,2025-09-17,CBE,Google Play,0.0,neutral,Other
nice application,5,2025-09-17,CBE,Google Play,0.4215,positive,Other
WaaaaaaaW,1,2025-09-17,CBE,Google Play,0.0,neutral,Other
very nice,5,2025-09-16,CBE,Google Play,0.4754,positive,Other
Of,5,2025-09-16,CBE,Google Play,0.0,neutral,Other
it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,CBE,Google Play,0.6369,positive,Other
Easy to use and not Complicated 👍,5,2025-09-15,CBE,Google Play,0.4404,positive,Other
apdat the app,5,2025-09-14,CBE,Google Play,0.0,neutral,Other
good in bankin at any time & any where.,5,2025-09-13,CBE,Google Play,0.4404,positive,Other
great,5,2025-09-13,CBE,Google Play,0.6249,positive,Other
"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,2025-09-13,CBE,Google Play,-0.8279,negative,"Transactions, Performance"
it is best to me,1,2025-09-13,CBE,Google Play,0.6369,positive,Other
hayizgi mebrahtom feshay,5,2025-09-13,CBE,Google Play,0.0,neutral,Other
Excellent app,5,2025-09-12,CBE,Google Play,0.5719,positive,Other
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,CBE,Google Play,0.0,neutral,Other
love,5,2025-09-12,CBE,Google Play,0.6369,positive,Other
Hasasa bank,1,2025-09-11,CBE,Google Play,0.0,neutral,Other
All ways Trusted.,5,2025-09-11,CBE,Google Play,0.4767,positive,Other
best MB application in Ethiopia financial sector.,5,2025-09-11,CBE,Google Play,0.6369,positive,Other
I like this app,5,2025-09-11,CBE,Google Play,0.3612,positive,Other
am tired why I have to update every 5 day,1,2025-09-11,CBE,Google Play,-0.4404,negative,Other
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,CBE,Google Play,0.3612,positive,Performance
good morning 🙏,5,2025-09-10,CBE,Google Play,0.4404,positive,Other
am happy 😃,5,2025-09-09,CBE,Google Play,0.5719,positive,Other
wowww,5,2025-09-08,CBE,Google Play,0.0,neutral,Other
KEHRU nasir AbFIXA,5,2025-09-08,CBE,Google Play,0.0,neutral,Other
It is well organized.,5,2025-09-08,CBE,Google Play,0.2732,positive,Other
Can't see the nearest Branch or ATM available,2,2025-09-08,CBE,Google Play,0.0,neutral,Other
the app does not open,1,2025-09-07,CBE,Google Play,0.0,neutral,Other
from Monk,3,2025-09-06,CBE,Google Play,0.0,neutral,Other
"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,CBE,Google Play,0.9596,positive,Customer Support
incredible,5,2025-09-06,CBE,Google Play,0.0,neutral,Other
የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-06,CBE,Google Play,0.0,neutral,Other
it's the best money transfer app ever,5,2025-09-06,CBE,Google Play,0.6369,positive,Transactions
it is nice,5,2025-09-05,CBE,Google Play,0.4215,positive,Other
user friendly. best.,5,2025-09-05,CBE,Google Play,0.8126,positive,Other
🙏,5,2025-09-05,CBE,Google Play,0.0,neutral,Other
አሪፍ,5,2025-09-05,CBE,Google Play,0.0,neutral,Other
best app!!!,5,2025-09-05,CBE,Google Play,0.7249,positive,Other
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,CBE,Google Play,0.9296,positive,"UI/UX, Customer Support"
very good app,5,2025-09-05,CBE,Google Play,0.4927,positive,Other
jabirabdala,5,2025-09-04,CBE,Google Play,0.0,neutral,Other
unfair cost of transportations... what a shame!!!,1,2025-09-04,CBE,Google Play,-0.795,negative,Other
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,Google Play,0.765,positive,"UI/UX, Transactions, Customer Support"
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,CBE,Google Play,0.9147,positive,UI/UX
zinaa Ahmed,5,2025-09-04,CBE,Google Play,0.0,neutral,Other
absolutely excellent,5,2025-09-04,CBE,Google Play,0.6115,positive,Other
amazing app,5,2025-09-03,CBE,Google Play,0.5859,positive,Other
perfect and easy,5,2025-09-03,CBE,Google Play,0.765,positive,Other
fastest,5,2025-09-03,CBE,Google Play,0.0,neutral,Other
My account is not working,4,2025-09-03,CBE,Google Play,0.0,neutral,Other
The recent update is not optimized fir latest version of android,2,2025-09-02,CBE,Google Play,-0.357,negative,Other
topp,5,2025-09-02,CBE,Google Play,0.0,neutral,Other
I appreciate it,5,2025-09-01,CBE,Google Play,0.4019,positive,Other
v.good app,5,2025-09-01,CBE,Google Play,0.0,neutral,Other
sahib amin jamal,1,2025-08-31,CBE,Google Play,0.0,neutral,Other
installi,5,2025-08-31,CBE,Google Play,0.0,neutral,Other
very good apps,5,2025-08-30,CBE,Google Play,0.4927,positive,Other
👍👍👍👍,1,2025-08-30,CBE,Google Play,0.0,neutral,Other
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,CBE,Google Play,0.0,neutral,Other
